RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Class
0.901008576,1.1343106284,-1.836572732,1.0410057994,1.0288187193,-0.7068338909,-0.3229443928,2.7759392284,-0.6017261981,7
-0.3783823483,0.0700472324,0.5464999964,0.4591561155,-0.2152262785,0.1352774689,-0.6650205623,-0.354181716,-0.6017261981,2
-0.5999528436,0.0216716235,0.6355228282,0.1400772566,-0.3949216671,0.1896072341,-0.6346137917,-0.354181716,-0.6017261981,2
-0.7750650092,-0.4862722701,0.6012832775,0.1400772566,0.6003143311,0.2711018818,-0.7334357963,-0.354181716,-0.6017261981,2
0.8223867874,-0.0508917899,-1.836572732,-0.1226935683,-0.5884397778,-0.2586133284,2.7633428262,-0.354181716,-0.6017261981,5
-0.8000810328,-0.6555869013,0.5122604457,-0.1226935683,0.8353006085,0.230354558,-0.6194104064,-0.354181716,1.8772748209,1
-0.6642797615,-0.5104600746,0.6149790978,0.1400772566,0.2132781096,0.1216950276,-0.6270120991,-0.354181716,-0.6017261981,2
1.4299187906,0.952902095,0.7793289411,-1.8682426199,-1.2519304433,-0.5574270368,0.5360468775,-0.354181716,-0.6017261981,1
-0.3748086306,0.3603008858,0.6834581992,0.6468495619,-0.8510714996,0.1624423515,-0.7486391816,-0.354181716,-0.6017261981,2
-0.1067798057,-0.8853710436,0.5875874572,-0.2353096362,0.379150776,0.0673652625,-0.0872919204,-0.354181716,-0.6017261981,1
-0.6499848909,-0.0992673988,0.6081311877,0.1963852906,0.2685689984,0.1216950276,-0.7410374889,-0.354181716,-0.6017261981,2
-0.5534945139,1.6664423264,-1.836572732,0.9846977655,0.6003143311,-0.7068338909,-0.4445714753,2.9095419517,-0.6017261981,7
-0.7857861622,-0.2081125189,0.525956266,-0.0663855344,0.6832506643,0.1216950276,-0.7638425669,-0.354181716,-0.6017261981,2
-0.4427092663,-0.9095588481,0.1356253881,0.4591561155,0.7385415531,0.2846843231,-0.2469274662,-0.354181716,-0.6017261981,2
-0.3319240186,-0.0508917899,0.5601958167,-0.5919271843,0.240923554,-0.0277118265,-0.3305460854,-0.354181716,-0.6017261981,1
-0.5713631022,-1.7803198085,-1.836572732,-0.5168498058,3.461617826,2.9604252568,0.0495385475,-0.354181716,-0.6017261981,7
-0.5391996432,-0.691868608,0.5670437268,-0.0476161898,0.4620871092,0.2167721167,-0.4825799386,-0.239665096,1.98056653,2
1.4799508379,0.9045264861,0.772481031,-1.286392936,-1.8324847756,-0.7068338909,0.6272671894,-0.354181716,-0.6017261981,1
-0.006715711,-0.5588356835,0.1904086692,-0.0663855344,0.3376826094,0.1081125864,-0.0568851498,-0.0869762695,-0.6017261981,2
1.2798226486,-2.2519819954,-0.5491656259,0.1776159459,0.2547462762,-0.0684591504,1.9347583265,-0.354181716,-0.6017261981,5
-0.2497285123,-1.4779722528,0.3889980632,-0.5731578397,1.2085141078,0.1352774689,0.0267334695,-0.354181716,1.8772748209,2
-0.5356259256,-0.5951173902,0.5875874572,0.2902320138,0.3929734982,0.1624423515,-0.6346137917,-0.354181716,1.5673996935,2
1.9874187464,0.0216716235,-1.836572732,0.2151546352,-0.6299079444,-0.2721957697,2.5656988171,-0.354181716,-0.6017261981,5
-0.7536227032,1.7269118376,-1.836572732,1.7167022064,0.8353006085,-0.7068338909,-0.0796902277,0.8673288965,0.327899184,7
2.8629795745,0.3361130814,-1.836572732,-0.1977709469,-1.9845347198,-0.4487675064,3.477901936,-0.354181716,0.4311908931,2
3.2596622354,0.4570521037,0.3205189618,-1.5116250717,-2.910657107,-0.5981743606,2.1095972576,-0.354181716,-0.6017261981,2
1.4656559672,-0.2564881278,0.7450893904,-1.2676235914,-0.947830555,-0.5302621542,0.8781230471,-0.354181716,-0.6017261981,1
0.3649509262,-0.8369954347,-0.5697093563,0.7406962851,0.0197599988,0.1081125864,0.9313348957,-0.354181716,-0.6017261981,5
0.1004958189,-0.4862722701,0.6423707384,-0.7608512861,-0.4640352781,0.1624423515,0.2015724006,-0.354181716,0.9476494388,2
-0.6071002789,-1.5263478617,0.573891637,-0.2165402915,0.2962144428,0.0673652625,-0.2545291588,-0.354181716,-0.6017261981,3
-0.103206088,-0.8974649459,0.676610289,-0.5731578397,0.6003143311,0.1216950276,-0.1253003837,-0.354181716,-0.6017261981,1
-0.3640874776,0.9770898995,-1.836572732,1.1536218672,0.9458823861,-0.7068338909,-0.1861139249,2.8331975384,-0.6017261981,7
0.4328515618,0.263549668,0.5875874572,-1.34270097,-0.0355308899,-0.4895148303,0.0191317768,-0.0678901662,1.8772748209,3
1.9731238758,2.863738647,-0.5834051766,-0.2916176701,-3.1041752178,-0.285778211,-0.1937156176,2.8522836417,-0.6017261981,7
-0.7822124445,-0.4016149545,0.573891637,0.1588466013,0.2685689984,0.2167721167,-0.6194104064,-0.354181716,0.327899184,2
0.4435727148,0.4449582014,-0.1862263885,-0.5168498058,0.1165190542,-0.7068338909,0.6880807307,-0.354181716,-0.6017261981,6
0.0576112069,1.2552496507,-0.3026408608,0.2902320138,-0.4087443893,-0.7068338909,0.3003944051,-0.354181716,-0.6017261981,6
-0.7143118089,0.5538033215,-0.6176447272,0.6093108727,0.5864916089,-0.7068338909,-0.1481054616,1.0963621363,-0.6017261981,7
1.4299187906,0.952902095,0.7793289411,-1.8682426199,-1.2519304433,-0.5574270368,0.5360468775,-0.354181716,-0.6017261981,1
-0.156811853,0.2756435702,0.6697623789,-0.6670045629,0.1303417764,-0.5574270368,-0.2013173102,-0.354181716,-0.6017261981,3
-0.071042629,-0.7644320214,0.5601958167,-0.6482352183,0.4897325536,0.1624423515,-0.0720885351,-0.354181716,-0.6017261981,1
-0.7000169382,1.8478508599,-1.836572732,1.5102394154,0.8629460529,-0.7068338909,-0.117698691,0.9245872064,-0.6017261981,7
0.5579316801,-0.9458405548,-1.836572732,0.3465400477,1.4849685518,-0.190701122,2.0259786384,-0.354181716,-0.6017261981,5
-0.7893598798,-0.6797747058,0.573891637,1.2286992458,-0.0217081677,0.230354558,-0.6802239477,-0.354181716,-0.6017261981,2
1.5514251912,1.7390057398,-0.3300325014,1.116083178,-3.3391614951,0.325431647,0.680479038,-0.354181716,-0.6017261981,7
-0.124648394,-0.2564881278,0.0876900171,-0.3291563594,0.4206189426,-0.0141293852,0.1179537814,-0.354181716,0.327899184,1
-0.231859924,-0.6797747058,0.6012832775,-0.3666950486,0.7385415531,0.0266179386,-0.3685545487,-0.354181716,1.154232857,1
-0.0567477584,-0.8249015325,0.5464999964,-0.2165402915,0.3929734982,0.1624423515,-0.140503769,-0.354181716,-0.6017261981,1
